TAZ,PUMA,COUNTY,county_name,REGION
1138,2104,5,Contra Costa,1
1139,2104,5,Contra Costa,1
1140,2104,5,Contra Costa,1
1141,2104,5,Contra Costa,1
1142,2104,5,Contra Costa,1
1143,2104,5,Contra Costa,1
1144,2104,5,Contra Costa,1
1145,2104,5,Contra Costa,1
1146,2104,5,Contra Costa,1
1147,2104,5,Contra Costa,1
1148,2104,5,Contra Costa,1
1149,2104,5,Contra Costa,1
1150,2104,5,Contra Costa,1
1151,2104,5,Contra Costa,1
1152,2104,5,Contra Costa,1
1153,2104,5,Contra Costa,1
1154,2104,5,Contra Costa,1
1155,2104,5,Contra Costa,1
1156,2104,5,Contra Costa,1
1157,2104,5,Contra Costa,1
1158,2104,5,Contra Costa,1
1159,2104,5,Contra Costa,1
1160,2104,5,Contra Costa,1
1161,2105,5,Contra Costa,1
1162,2105,5,Contra Costa,1
1163,2104,5,Contra Costa,1
1164,2105,5,Contra Costa,1
1165,2105,5,Contra Costa,1
1166,2105,5,Contra Costa,1
1167,2105,5,Contra Costa,1
1168,2105,5,Contra Costa,1
1169,2105,5,Contra Costa,1
1170,2105,5,Contra Costa,1
1171,2105,5,Contra Costa,1
1172,2105,5,Contra Costa,1
1173,2105,5,Contra Costa,1
1174,2105,5,Contra Costa,1
1175,2105,5,Contra Costa,1
1176,2105,5,Contra Costa,1
1177,2108,5,Contra Costa,1
1178,2108,5,Contra Costa,1
1179,2108,5,Contra Costa,1
1180,2108,5,Contra Costa,1
1181,2108,5,Contra Costa,1
1182,2108,5,Contra Costa,1
1183,2108,5,Contra Costa,1
1184,2108,5,Contra Costa,1
1185,2108,5,Contra Costa,1
1186,2108,5,Contra Costa,1
1187,2108,5,Contra Costa,1
1188,2108,5,Contra Costa,1
1189,2107,5,Contra Costa,1
1190,2107,5,Contra Costa,1
1191,2107,5,Contra Costa,1
1192,2107,5,Contra Costa,1
1193,2107,5,Contra Costa,1
1194,2107,5,Contra Costa,1
1195,2106,5,Contra Costa,1
1196,2107,5,Contra Costa,1
1197,2107,5,Contra Costa,1
1198,2107,5,Contra Costa,1
1199,2107,5,Contra Costa,1
1200,2107,5,Contra Costa,1
1201,2107,5,Contra Costa,1
1202,2107,5,Contra Costa,1
1203,2107,5,Contra Costa,1
1204,2107,5,Contra Costa,1
1205,2107,5,Contra Costa,1
1206,2107,5,Contra Costa,1
1207,2107,5,Contra Costa,1
1208,2107,5,Contra Costa,1
1209,2107,5,Contra Costa,1
1210,2107,5,Contra Costa,1
1211,1301,6,Solano,1
1212,1301,6,Solano,1
1213,1301,6,Solano,1
1214,1301,6,Solano,1
1215,1301,6,Solano,1
1216,1301,6,Solano,1
1217,1301,6,Solano,1
1218,1301,6,Solano,1
1219,1301,6,Solano,1
1220,1301,6,Solano,1
1221,1301,6,Solano,1
1222,1301,6,Solano,1
1223,1301,6,Solano,1
1224,1301,6,Solano,1
1225,1301,6,Solano,1
1226,1301,6,Solano,1
1227,1301,6,Solano,1
1228,1301,6,Solano,1
1229,1301,6,Solano,1
1230,1301,6,Solano,1
1231,1301,6,Solano,1
1232,1301,6,Solano,1
1233,1301,6,Solano,1
1234,1301,6,Solano,1
1235,1301,6,Solano,1
1236,1301,6,Solano,1
1237,1301,6,Solano,1
1238,1301,6,Solano,1
1239,1301,6,Solano,1
1240,1301,6,Solano,1
1241,1301,6,Solano,1
1242,1301,6,Solano,1
1243,1301,6,Solano,1
1244,1301,6,Solano,1
1245,1301,6,Solano,1
1246,1301,6,Solano,1
1247,1302,6,Solano,1
1248,1302,6,Solano,1
1249,1302,6,Solano,1
1250,1302,6,Solano,1
1251,1302,6,Solano,1
1252,1302,6,Solano,1
1253,1302,6,Solano,1
1254,1302,6,Solano,1
1255,1302,6,Solano,1
1256,1302,6,Solano,1
1257,1302,6,Solano,1
1258,1302,6,Solano,1
1259,1302,6,Solano,1
1260,1302,6,Solano,1
1261,1302,6,Solano,1
1262,1302,6,Solano,1
1263,1302,6,Solano,1
1264,1302,6,Solano,1
1265,1302,6,Solano,1
1266,1302,6,Solano,1
1267,1302,6,Solano,1
1268,1302,6,Solano,1
1269,1302,6,Solano,1
1270,1302,6,Solano,1
1271,1303,6,Solano,1
1272,1303,6,Solano,1
1273,1303,6,Solano,1
1274,1303,6,Solano,1
1275,1303,6,Solano,1
1276,1303,6,Solano,1
1277,1303,6,Solano,1
1278,1303,6,Solano,1
1279,1303,6,Solano,1
1280,1303,6,Solano,1
1281,1303,6,Solano,1
1282,1303,6,Solano,1
1283,1303,6,Solano,1
1284,1303,6,Solano,1
1285,1303,6,Solano,1
1286,1303,6,Solano,1
1287,1303,6,Solano,1
1288,1303,6,Solano,1
1289,1303,6,Solano,1
1290,1303,6,Solano,1
1291,1000,7,Napa,1
1292,1000,7,Napa,1
1293,1000,7,Napa,1
1294,1000,7,Napa,1
1295,1000,7,Napa,1
1296,1000,7,Napa,1
1297,1000,7,Napa,1
1298,1000,7,Napa,1
1299,1000,7,Napa,1
1300,1000,7,Napa,1
1301,1000,7,Napa,1
1302,1000,7,Napa,1
1303,1000,7,Napa,1
1304,1000,7,Napa,1
1305,1000,7,Napa,1
1306,1000,7,Napa,1
1307,1000,7,Napa,1
1308,1000,7,Napa,1
1309,1000,7,Napa,1
1310,1000,7,Napa,1
1311,1000,7,Napa,1
1312,1000,7,Napa,1
1313,1000,7,Napa,1
1314,1000,7,Napa,1
1315,1000,7,Napa,1
1316,1000,7,Napa,1
1317,1000,7,Napa,1
1318,1101,8,Sonoma,1
1319,1101,8,Sonoma,1
1320,1101,8,Sonoma,1
1321,1101,8,Sonoma,1
1322,1101,8,Sonoma,1
1323,1101,8,Sonoma,1
1324,1101,8,Sonoma,1
1325,1102,8,Sonoma,1
1326,1102,8,Sonoma,1
1327,1102,8,Sonoma,1
1328,1101,8,Sonoma,1
1329,1102,8,Sonoma,1
1330,1102,8,Sonoma,1
1331,1102,8,Sonoma,1
1332,1102,8,Sonoma,1
1333,1102,8,Sonoma,1
1334,1102,8,Sonoma,1
1335,1102,8,Sonoma,1
1336,1102,8,Sonoma,1
1337,1102,8,Sonoma,1
1338,1102,8,Sonoma,1
1339,1102,8,Sonoma,1
1340,1102,8,Sonoma,1
1341,1102,8,Sonoma,1
1342,1102,8,Sonoma,1
1343,1102,8,Sonoma,1
1344,1102,8,Sonoma,1
1345,1102,8,Sonoma,1
1346,1102,8,Sonoma,1
1347,1102,8,Sonoma,1
1348,1103,8,Sonoma,1
1349,1103,8,Sonoma,1
1350,1103,8,Sonoma,1
1351,1103,8,Sonoma,1
1352,1103,8,Sonoma,1
1353,1101,8,Sonoma,1
1354,1101,8,Sonoma,1
1355,1103,8,Sonoma,1
1356,1103,8,Sonoma,1
1357,1103,8,Sonoma,1
1358,1103,8,Sonoma,1
1359,1103,8,Sonoma,1
1360,1103,8,Sonoma,1
1361,1103,8,Sonoma,1
1362,1103,8,Sonoma,1
1363,1103,8,Sonoma,1
1364,1103,8,Sonoma,1
1365,1103,8,Sonoma,1
1366,1103,8,Sonoma,1
1367,1101,8,Sonoma,1
1368,1101,8,Sonoma,1
1369,1103,8,Sonoma,1
1370,1103,8,Sonoma,1
1371,1103,8,Sonoma,1
1372,1103,8,Sonoma,1
1373,1103,8,Sonoma,1
1374,1103,8,Sonoma,1
1375,1103,8,Sonoma,1
1376,1103,8,Sonoma,1
1377,1103,8,Sonoma,1
1378,1103,8,Sonoma,1
1379,1103,8,Sonoma,1
1380,1103,8,Sonoma,1
1381,1103,8,Sonoma,1
1382,1103,8,Sonoma,1
1383,1101,8,Sonoma,1
1384,1101,8,Sonoma,1
1385,1101,8,Sonoma,1
1386,1101,8,Sonoma,1
1387,1101,8,Sonoma,1
1388,1101,8,Sonoma,1
1389,1101,8,Sonoma,1
1390,1101,8,Sonoma,1
1391,1101,8,Sonoma,1
1392,1101,8,Sonoma,1
1393,1101,8,Sonoma,1
1394,1101,8,Sonoma,1
1395,1101,8,Sonoma,1
1396,1101,8,Sonoma,1
1397,1101,8,Sonoma,1
1398,1101,8,Sonoma,1
1399,1101,8,Sonoma,1
1400,1101,8,Sonoma,1
1401,1101,8,Sonoma,1
1402,1101,8,Sonoma,1
1403,1101,8,Sonoma,1
1404,1201,9,Marin,1
1405,1201,9,Marin,1
1406,1201,9,Marin,1
1407,1201,9,Marin,1
1408,1201,9,Marin,1
1409,1201,9,Marin,1
1410,1201,9,Marin,1
1411,1201,9,Marin,1
1412,1201,9,Marin,1
1413,1201,9,Marin,1
1414,1201,9,Marin,1
1415,1201,9,Marin,1
1416,1201,9,Marin,1
1417,1201,9,Marin,1
1418,1201,9,Marin,1
1419,1202,9,Marin,1
1420,1202,9,Marin,1
1421,1201,9,Marin,1
1422,1201,9,Marin,1
1423,1201,9,Marin,1
1424,1201,9,Marin,1
1425,1201,9,Marin,1
1426,1202,9,Marin,1
1427,1202,9,Marin,1
1428,1202,9,Marin,1
1429,1202,9,Marin,1
1430,1202,9,Marin,1
1431,1202,9,Marin,1
1432,1202,9,Marin,1
1433,1202,9,Marin,1
1434,1201,9,Marin,1
1435,1202,9,Marin,1
1436,1202,9,Marin,1
1437,1202,9,Marin,1
1438,1202,9,Marin,1
1439,1202,9,Marin,1
1440,1202,9,Marin,1
1441,1202,9,Marin,1
1442,1202,9,Marin,1
1443,1202,9,Marin,1
1444,1202,9,Marin,1
1445,1202,9,Marin,1
1446,1202,9,Marin,1
1447,1202,9,Marin,1
1448,1202,9,Marin,1
1449,1202,9,Marin,1
1450,1202,9,Marin,1
1451,1202,9,Marin,1
1452,1202,9,Marin,1
1453,1201,9,Marin,1
1454,1201,9,Marin,1
