geography_index,geography,geography_name,variable,marginal,person_or_household,year
343,taz,343,gq_tot_pop,2,NA,2015
343,taz,343,gq_type_univ,0,NA,2015
343,taz,343,gq_type_mil,0,NA,2015
343,taz,343,gq_type_othnon,2,NA,2015
343,taz,343,numhh_gq,774,NA,2015
343,taz,343,hh_size_1_gq,165,NA,2015
344,taz,344,TOTHH,1036,NA,2015
344,taz,344,TOTPOP,3418,NA,2015
344,taz,344,hh_size_1,92,NA,2015
344,taz,344,hh_size_2,317,NA,2015
344,taz,344,hh_size_3,149,NA,2015
344,taz,344,hh_size_4_plus,478,NA,2015
344,taz,344,hh_wrks_0,135,NA,2015
344,taz,344,hh_wrks_1,433,NA,2015
344,taz,344,hh_wrks_2,416,NA,2015
344,taz,344,hh_wrks_3_plus,52,NA,2015
344,taz,344,hh_kids_no,567,NA,2015
344,taz,344,hh_kids_yes,469,NA,2015
344,taz,344,HHINCQ1,43,NA,2015
344,taz,344,HHINCQ2,168,NA,2015
344,taz,344,HHINCQ3,148,NA,2015
344,taz,344,HHINCQ4,677,NA,2015
344,taz,344,AGE0004,194,NA,2015
344,taz,344,AGE0519,935,NA,2015
344,taz,344,AGE2044,768,NA,2015
344,taz,344,AGE4564,984,NA,2015
344,taz,344,AGE65P,537,NA,2015
344,taz,344,gq_tot_pop,8,NA,2015
344,taz,344,gq_type_univ,0,NA,2015
344,taz,344,gq_type_mil,0,NA,2015
344,taz,344,gq_type_othnon,8,NA,2015
344,taz,344,numhh_gq,1044,NA,2015
344,taz,344,hh_size_1_gq,100,NA,2015
345,taz,345,TOTHH,1728,NA,2015
345,taz,345,TOTPOP,4570,NA,2015
345,taz,345,hh_size_1,454,NA,2015
345,taz,345,hh_size_2,559,NA,2015
345,taz,345,hh_size_3,219,NA,2015
345,taz,345,hh_size_4_plus,496,NA,2015
345,taz,345,hh_wrks_0,343,NA,2015
345,taz,345,hh_wrks_1,671,NA,2015
345,taz,345,hh_wrks_2,588,NA,2015
345,taz,345,hh_wrks_3_plus,126,NA,2015
345,taz,345,hh_kids_no,1056,NA,2015
345,taz,345,hh_kids_yes,672,NA,2015
345,taz,345,HHINCQ1,305,NA,2015
345,taz,345,HHINCQ2,220,NA,2015
345,taz,345,HHINCQ3,228,NA,2015
345,taz,345,HHINCQ4,975,NA,2015
345,taz,345,AGE0004,170,NA,2015
345,taz,345,AGE0519,1166,NA,2015
345,taz,345,AGE2044,1066,NA,2015
345,taz,345,AGE4564,1353,NA,2015
345,taz,345,AGE65P,815,NA,2015
345,taz,345,gq_tot_pop,6,NA,2015
345,taz,345,gq_type_univ,0,NA,2015
345,taz,345,gq_type_mil,0,NA,2015
345,taz,345,gq_type_othnon,6,NA,2015
345,taz,345,numhh_gq,1734,NA,2015
345,taz,345,hh_size_1_gq,460,NA,2015
346,taz,346,TOTHH,1387,NA,2015
346,taz,346,TOTPOP,3602,NA,2015
346,taz,346,hh_size_1,366,NA,2015
346,taz,346,hh_size_2,418,NA,2015
346,taz,346,hh_size_3,302,NA,2015
346,taz,346,hh_size_4_plus,301,NA,2015
346,taz,346,hh_wrks_0,354,NA,2015
346,taz,346,hh_wrks_1,601,NA,2015
346,taz,346,hh_wrks_2,372,NA,2015
346,taz,346,hh_wrks_3_plus,60,NA,2015
346,taz,346,hh_kids_no,933,NA,2015
346,taz,346,hh_kids_yes,454,NA,2015
346,taz,346,HHINCQ1,292,NA,2015
346,taz,346,HHINCQ2,243,NA,2015
346,taz,346,HHINCQ3,247,NA,2015
346,taz,346,HHINCQ4,605,NA,2015
346,taz,346,AGE0004,292,NA,2015
346,taz,346,AGE0519,697,NA,2015
346,taz,346,AGE2044,1027,NA,2015
346,taz,346,AGE4564,858,NA,2015
346,taz,346,AGE65P,728,NA,2015
346,taz,346,gq_tot_pop,7,NA,2015
346,taz,346,gq_type_univ,0,NA,2015
346,taz,346,gq_type_mil,0,NA,2015
346,taz,346,gq_type_othnon,7,NA,2015
346,taz,346,numhh_gq,1394,NA,2015
346,taz,346,hh_size_1_gq,373,NA,2015
347,taz,347,TOTHH,2942,NA,2015
347,taz,347,TOTPOP,7586,NA,2015
347,taz,347,hh_size_1,696,NA,2015
347,taz,347,hh_size_2,1104,NA,2015
347,taz,347,hh_size_3,504,NA,2015
347,taz,347,hh_size_4_plus,638,NA,2015
347,taz,347,hh_wrks_0,849,NA,2015
347,taz,347,hh_wrks_1,934,NA,2015
347,taz,347,hh_wrks_2,967,NA,2015
347,taz,347,hh_wrks_3_plus,192,NA,2015
347,taz,347,hh_kids_no,2129,NA,2015
347,taz,347,hh_kids_yes,813,NA,2015
347,taz,347,HHINCQ1,287,NA,2015
347,taz,347,HHINCQ2,382,NA,2015
347,taz,347,HHINCQ3,432,NA,2015
347,taz,347,HHINCQ4,1841,NA,2015
347,taz,347,AGE0004,187,NA,2015
347,taz,347,AGE0519,1368,NA,2015
347,taz,347,AGE2044,1223,NA,2015
347,taz,347,AGE4564,2573,NA,2015
347,taz,347,AGE65P,2235,NA,2015
347,taz,347,gq_tot_pop,124,NA,2015
347,taz,347,gq_type_univ,12,NA,2015
347,taz,347,gq_type_mil,0,NA,2015
347,taz,347,gq_type_othnon,112,NA,2015
347,taz,347,numhh_gq,3066,NA,2015
347,taz,347,hh_size_1_gq,820,NA,2015
348,taz,348,TOTHH,0,NA,2015
348,taz,348,TOTPOP,0,NA,2015
348,taz,348,hh_size_1,0,NA,2015
348,taz,348,hh_size_2,0,NA,2015
348,taz,348,hh_size_3,0,NA,2015
348,taz,348,hh_size_4_plus,0,NA,2015
348,taz,348,hh_wrks_0,0,NA,2015
348,taz,348,hh_wrks_1,0,NA,2015
348,taz,348,hh_wrks_2,0,NA,2015
348,taz,348,hh_wrks_3_plus,0,NA,2015
348,taz,348,hh_kids_no,0,NA,2015
348,taz,348,hh_kids_yes,0,NA,2015
348,taz,348,HHINCQ1,0,NA,2015
348,taz,348,HHINCQ2,0,NA,2015
348,taz,348,HHINCQ3,0,NA,2015
348,taz,348,HHINCQ4,0,NA,2015
348,taz,348,AGE0004,0,NA,2015
348,taz,348,AGE0519,0,NA,2015
348,taz,348,AGE2044,0,NA,2015
348,taz,348,AGE4564,0,NA,2015
348,taz,348,AGE65P,0,NA,2015
348,taz,348,gq_tot_pop,0,NA,2015
348,taz,348,gq_type_univ,0,NA,2015
348,taz,348,gq_type_mil,0,NA,2015
348,taz,348,gq_type_othnon,0,NA,2015
348,taz,348,numhh_gq,0,NA,2015
348,taz,348,hh_size_1_gq,0,NA,2015
349,taz,349,TOTHH,287,NA,2015
349,taz,349,TOTPOP,766,NA,2015
349,taz,349,hh_size_1,80,NA,2015
349,taz,349,hh_size_2,100,NA,2015
349,taz,349,hh_size_3,24,NA,2015
349,taz,349,hh_size_4_plus,83,NA,2015
349,taz,349,hh_wrks_0,55,NA,2015
349,taz,349,hh_wrks_1,131,NA,2015
349,taz,349,hh_wrks_2,92,NA,2015
349,taz,349,hh_wrks_3_plus,9,NA,2015
349,taz,349,hh_kids_no,195,NA,2015
349,taz,349,hh_kids_yes,92,NA,2015
349,taz,349,HHINCQ1,37,NA,2015
349,taz,349,HHINCQ2,35,NA,2015
349,taz,349,HHINCQ3,34,NA,2015
349,taz,349,HHINCQ4,181,NA,2015
349,taz,349,AGE0004,30,NA,2015
349,taz,349,AGE0519,169,NA,2015
349,taz,349,AGE2044,152,NA,2015
349,taz,349,AGE4564,202,NA,2015
349,taz,349,AGE65P,213,NA,2015
349,taz,349,gq_tot_pop,4,NA,2015
349,taz,349,gq_type_univ,0,NA,2015
349,taz,349,gq_type_mil,0,NA,2015
349,taz,349,gq_type_othnon,4,NA,2015
349,taz,349,numhh_gq,291,NA,2015
349,taz,349,hh_size_1_gq,84,NA,2015
350,taz,350,TOTHH,899,NA,2015
350,taz,350,TOTPOP,2931,NA,2015
350,taz,350,hh_size_1,159,NA,2015
350,taz,350,hh_size_2,321,NA,2015
350,taz,350,hh_size_3,132,NA,2015
350,taz,350,hh_size_4_plus,287,NA,2015
350,taz,350,hh_wrks_0,123,NA,2015
350,taz,350,hh_wrks_1,372,NA,2015
350,taz,350,hh_wrks_2,359,NA,2015
350,taz,350,hh_wrks_3_plus,45,NA,2015
350,taz,350,hh_kids_no,606,NA,2015
350,taz,350,hh_kids_yes,293,NA,2015
350,taz,350,HHINCQ1,36,NA,2015
350,taz,350,HHINCQ2,47,NA,2015
350,taz,350,HHINCQ3,96,NA,2015
350,taz,350,HHINCQ4,720,NA,2015
350,taz,350,AGE0004,174,NA,2015
350,taz,350,AGE0519,798,NA,2015
350,taz,350,AGE2044,986,NA,2015
350,taz,350,AGE4564,477,NA,2015
350,taz,350,AGE65P,496,NA,2015
350,taz,350,gq_tot_pop,351,NA,2015
350,taz,350,gq_type_univ,351,NA,2015
350,taz,350,gq_type_mil,0,NA,2015
350,taz,350,gq_type_othnon,0,NA,2015
350,taz,350,numhh_gq,1250,NA,2015
350,taz,350,hh_size_1_gq,510,NA,2015
351,taz,351,TOTHH,2152,NA,2015
351,taz,351,TOTPOP,5176,NA,2015
351,taz,351,hh_size_1,763,NA,2015
351,taz,351,hh_size_2,776,NA,2015
351,taz,351,hh_size_3,294,NA,2015
351,taz,351,hh_size_4_plus,319,NA,2015
351,taz,351,hh_wrks_0,296,NA,2015
351,taz,351,hh_wrks_1,890,NA,2015
351,taz,351,hh_wrks_2,859,NA,2015
351,taz,351,hh_wrks_3_plus,107,NA,2015
351,taz,351,hh_kids_no,1451,NA,2015
351,taz,351,hh_kids_yes,701,NA,2015
351,taz,351,HHINCQ1,497,NA,2015
351,taz,351,HHINCQ2,453,NA,2015
351,taz,351,HHINCQ3,381,NA,2015
351,taz,351,HHINCQ4,821,NA,2015
351,taz,351,AGE0004,210,NA,2015
351,taz,351,AGE0519,934,NA,2015
351,taz,351,AGE2044,1761,NA,2015
351,taz,351,AGE4564,1418,NA,2015
351,taz,351,AGE65P,853,NA,2015
351,taz,351,gq_tot_pop,539,NA,2015
351,taz,351,gq_type_univ,539,NA,2015
351,taz,351,gq_type_mil,0,NA,2015
351,taz,351,gq_type_othnon,0,NA,2015
351,taz,351,numhh_gq,2691,NA,2015
351,taz,351,hh_size_1_gq,1302,NA,2015
352,taz,352,TOTHH,192,NA,2015
352,taz,352,TOTPOP,914,NA,2015
352,taz,352,hh_size_1,78,NA,2015
352,taz,352,hh_size_2,95,NA,2015
352,taz,352,hh_size_3,3,NA,2015
352,taz,352,hh_size_4_plus,16,NA,2015
352,taz,352,hh_wrks_0,53,NA,2015
352,taz,352,hh_wrks_1,92,NA,2015
352,taz,352,hh_wrks_2,45,NA,2015
352,taz,352,hh_wrks_3_plus,2,NA,2015
352,taz,352,hh_kids_no,175,NA,2015
352,taz,352,hh_kids_yes,17,NA,2015
352,taz,352,HHINCQ1,114,NA,2015
352,taz,352,HHINCQ2,46,NA,2015
352,taz,352,HHINCQ3,21,NA,2015
352,taz,352,HHINCQ4,11,NA,2015
352,taz,352,AGE0004,0,NA,2015
352,taz,352,AGE0519,326,NA,2015
352,taz,352,AGE2044,587,NA,2015
352,taz,352,AGE4564,1,NA,2015
352,taz,352,AGE65P,0,NA,2015
352,taz,352,gq_tot_pop,539,NA,2015
352,taz,352,gq_type_univ,539,NA,2015
352,taz,352,gq_type_mil,0,NA,2015
352,taz,352,gq_type_othnon,0,NA,2015
352,taz,352,numhh_gq,731,NA,2015
352,taz,352,hh_size_1_gq,617,NA,2015
353,taz,353,TOTHH,1573,NA,2015
353,taz,353,TOTPOP,4921,NA,2015
353,taz,353,hh_size_1,729,NA,2015
353,taz,353,hh_size_2,600,NA,2015
353,taz,353,hh_size_3,110,NA,2015
353,taz,353,hh_size_4_plus,134,NA,2015
353,taz,353,hh_wrks_0,432,NA,2015
353,taz,353,hh_wrks_1,761,NA,2015
353,taz,353,hh_wrks_2,366,NA,2015
353,taz,353,hh_wrks_3_plus,14,NA,2015
353,taz,353,hh_kids_no,1438,NA,2015
353,taz,353,hh_kids_yes,135,NA,2015
353,taz,353,HHINCQ1,918,NA,2015
353,taz,353,HHINCQ2,335,NA,2015
353,taz,353,HHINCQ3,154,NA,2015
353,taz,353,HHINCQ4,166,NA,2015
353,taz,353,AGE0004,327,NA,2015
353,taz,353,AGE0519,324,NA,2015
353,taz,353,AGE2044,4071,NA,2015
353,taz,353,AGE4564,199,NA,2015
353,taz,353,AGE65P,0,NA,2015
353,taz,353,gq_tot_pop,1966,NA,2015
353,taz,353,gq_type_univ,1965,NA,2015
353,taz,353,gq_type_mil,0,NA,2015
353,taz,353,gq_type_othnon,1,NA,2015
353,taz,353,numhh_gq,3539,NA,2015
353,taz,353,hh_size_1_gq,2695,NA,2015
354,taz,354,TOTHH,548,NA,2015
354,taz,354,TOTPOP,2746,NA,2015
354,taz,354,hh_size_1,223,NA,2015
354,taz,354,hh_size_2,269,NA,2015
354,taz,354,hh_size_3,10,NA,2015
354,taz,354,hh_size_4_plus,46,NA,2015
354,taz,354,hh_wrks_0,150,NA,2015
354,taz,354,hh_wrks_1,266,NA,2015
354,taz,354,hh_wrks_2,127,NA,2015
354,taz,354,hh_wrks_3_plus,5,NA,2015
354,taz,354,hh_kids_no,501,NA,2015
354,taz,354,hh_kids_yes,47,NA,2015
354,taz,354,HHINCQ1,323,NA,2015
354,taz,354,HHINCQ2,132,NA,2015
354,taz,354,HHINCQ3,61,NA,2015
354,taz,354,HHINCQ4,32,NA,2015
354,taz,354,AGE0004,0,NA,2015
354,taz,354,AGE0519,978,NA,2015
354,taz,354,AGE2044,1766,NA,2015
354,taz,354,AGE4564,2,NA,2015
354,taz,354,AGE65P,0,NA,2015
354,taz,354,gq_tot_pop,1678,NA,2015
354,taz,354,gq_type_univ,1677,NA,2015
354,taz,354,gq_type_mil,0,NA,2015
354,taz,354,gq_type_othnon,1,NA,2015
354,taz,354,numhh_gq,2226,NA,2015
354,taz,354,hh_size_1_gq,1901,NA,2015
355,taz,355,TOTHH,1829,NA,2015
355,taz,355,TOTPOP,6458,NA,2015
355,taz,355,hh_size_1,902,NA,2015
355,taz,355,hh_size_2,474,NA,2015
355,taz,355,hh_size_3,321,NA,2015
355,taz,355,hh_size_4_plus,132,NA,2015
355,taz,355,hh_wrks_0,480,NA,2015
355,taz,355,hh_wrks_1,938,NA,2015
355,taz,355,hh_wrks_2,411,NA,2015
355,taz,355,hh_wrks_3_plus,0,NA,2015
355,taz,355,hh_kids_no,1401,NA,2015
355,taz,355,hh_kids_yes,428,NA,2015
355,taz,355,HHINCQ1,375,NA,2015
355,taz,355,HHINCQ2,514,NA,2015
355,taz,355,HHINCQ3,346,NA,2015
355,taz,355,HHINCQ4,594,NA,2015
355,taz,355,AGE0004,263,NA,2015
355,taz,355,AGE0519,2014,NA,2015
355,taz,355,AGE2044,2987,NA,2015
355,taz,355,AGE4564,465,NA,2015
355,taz,355,AGE65P,729,NA,2015
355,taz,355,gq_tot_pop,2986,NA,2015
355,taz,355,gq_type_univ,2966,NA,2015
355,taz,355,gq_type_mil,0,NA,2015
355,taz,355,gq_type_othnon,20,NA,2015
355,taz,355,numhh_gq,4815,NA,2015
355,taz,355,hh_size_1_gq,3888,NA,2015
356,taz,356,TOTHH,3814,NA,2015
356,taz,356,TOTPOP,7906,NA,2015
356,taz,356,hh_size_1,1700,NA,2015
356,taz,356,hh_size_2,1259,NA,2015
356,taz,356,hh_size_3,314,NA,2015
356,taz,356,hh_size_4_plus,541,NA,2015
356,taz,356,hh_wrks_0,931,NA,2015
356,taz,356,hh_wrks_1,1706,NA,2015
356,taz,356,hh_wrks_2,1005,NA,2015
356,taz,356,hh_wrks_3_plus,172,NA,2015
356,taz,356,hh_kids_no,3038,NA,2015
356,taz,356,hh_kids_yes,776,NA,2015
356,taz,356,HHINCQ1,1201,NA,2015
356,taz,356,HHINCQ2,647,NA,2015
356,taz,356,HHINCQ3,565,NA,2015
356,taz,356,HHINCQ4,1401,NA,2015
356,taz,356,AGE0004,302,NA,2015
356,taz,356,AGE0519,1103,NA,2015
356,taz,356,AGE2044,2818,NA,2015
356,taz,356,AGE4564,1756,NA,2015
356,taz,356,AGE65P,1927,NA,2015
356,taz,356,gq_tot_pop,95,NA,2015
356,taz,356,gq_type_univ,0,NA,2015
356,taz,356,gq_type_mil,0,NA,2015
356,taz,356,gq_type_othnon,95,NA,2015
356,taz,356,numhh_gq,3909,NA,2015
356,taz,356,hh_size_1_gq,1795,NA,2015
357,taz,357,TOTHH,1689,NA,2015
357,taz,357,TOTPOP,4990,NA,2015
357,taz,357,hh_size_1,304,NA,2015
357,taz,357,hh_size_2,528,NA,2015
357,taz,357,hh_size_3,348,NA,2015
357,taz,357,hh_size_4_plus,509,NA,2015
357,taz,357,hh_wrks_0,203,NA,2015
357,taz,357,hh_wrks_1,684,NA,2015
357,taz,357,hh_wrks_2,683,NA,2015
357,taz,357,hh_wrks_3_plus,119,NA,2015
357,taz,357,hh_kids_no,991,NA,2015
357,taz,357,hh_kids_yes,698,NA,2015
357,taz,357,HHINCQ1,128,NA,2015
357,taz,357,HHINCQ2,198,NA,2015
357,taz,357,HHINCQ3,220,NA,2015
357,taz,357,HHINCQ4,1143,NA,2015
357,taz,357,AGE0004,230,NA,2015
357,taz,357,AGE0519,1050,NA,2015
357,taz,357,AGE2044,1579,NA,2015
357,taz,357,AGE4564,1396,NA,2015
357,taz,357,AGE65P,735,NA,2015
357,taz,357,gq_tot_pop,6,NA,2015
357,taz,357,gq_type_univ,0,NA,2015
357,taz,357,gq_type_mil,0,NA,2015
357,taz,357,gq_type_othnon,6,NA,2015
357,taz,357,numhh_gq,1695,NA,2015
357,taz,357,hh_size_1_gq,310,NA,2015
358,taz,358,TOTHH,1769,NA,2015
358,taz,358,TOTPOP,5495,NA,2015
358,taz,358,hh_size_1,217,NA,2015
358,taz,358,hh_size_2,540,NA,2015
358,taz,358,hh_size_3,319,NA,2015
358,taz,358,hh_size_4_plus,693,NA,2015
358,taz,358,hh_wrks_0,302,NA,2015
358,taz,358,hh_wrks_1,658,NA,2015
358,taz,358,hh_wrks_2,575,NA,2015
358,taz,358,hh_wrks_3_plus,234,NA,2015
358,taz,358,hh_kids_no,926,NA,2015
358,taz,358,hh_kids_yes,843,NA,2015
358,taz,358,HHINCQ1,250,NA,2015
358,taz,358,HHINCQ2,148,NA,2015
358,taz,358,HHINCQ3,170,NA,2015
358,taz,358,HHINCQ4,1201,NA,2015
358,taz,358,AGE0004,192,NA,2015
358,taz,358,AGE0519,1496,NA,2015
358,taz,358,AGE2044,1155,NA,2015
358,taz,358,AGE4564,1667,NA,2015
358,taz,358,AGE65P,985,NA,2015
358,taz,358,gq_tot_pop,14,NA,2015
358,taz,358,gq_type_univ,0,NA,2015
358,taz,358,gq_type_mil,0,NA,2015
358,taz,358,gq_type_othnon,14,NA,2015
358,taz,358,numhh_gq,1783,NA,2015
358,taz,358,hh_size_1_gq,231,NA,2015
359,taz,359,TOTHH,1307,NA,2015
359,taz,359,TOTPOP,3493,NA,2015
359,taz,359,hh_size_1,311,NA,2015
359,taz,359,hh_size_2,453,NA,2015
359,taz,359,hh_size_3,164,NA,2015
359,taz,359,hh_size_4_plus,379,NA,2015
359,taz,359,hh_wrks_0,240,NA,2015
359,taz,359,hh_wrks_1,586,NA,2015
359,taz,359,hh_wrks_2,406,NA,2015
359,taz,359,hh_wrks_3_plus,75,NA,2015
359,taz,359,hh_kids_no,825,NA,2015
359,taz,359,hh_kids_yes,482,NA,2015
359,taz,359,HHINCQ1,156,NA,2015
359,taz,359,HHINCQ2,215,NA,2015
359,taz,359,HHINCQ3,119,NA,2015
359,taz,359,HHINCQ4,817,NA,2015
359,taz,359,AGE0004,109,NA,2015
359,taz,359,AGE0519,828,NA,2015
359,taz,359,AGE2044,742,NA,2015
359,taz,359,AGE4564,1140,NA,2015
359,taz,359,AGE65P,674,NA,2015
359,taz,359,gq_tot_pop,0,NA,2015
359,taz,359,gq_type_univ,0,NA,2015
359,taz,359,gq_type_mil,0,NA,2015
359,taz,359,gq_type_othnon,0,NA,2015
359,taz,359,numhh_gq,1307,NA,2015
359,taz,359,hh_size_1_gq,311,NA,2015
360,taz,360,TOTHH,2022,NA,2015
360,taz,360,TOTPOP,5514,NA,2015
360,taz,360,hh_size_1,322,NA,2015
360,taz,360,hh_size_2,828,NA,2015
360,taz,360,hh_size_3,345,NA,2015
360,taz,360,hh_size_4_plus,527,NA,2015
360,taz,360,hh_wrks_0,295,NA,2015
360,taz,360,hh_wrks_1,909,NA,2015
360,taz,360,hh_wrks_2,692,NA,2015
360,taz,360,hh_wrks_3_plus,126,NA,2015
360,taz,360,hh_kids_no,1269,NA,2015
360,taz,360,hh_kids_yes,753,NA,2015
360,taz,360,HHINCQ1,319,NA,2015
360,taz,360,HHINCQ2,414,NA,2015
360,taz,360,HHINCQ3,343,NA,2015
360,taz,360,HHINCQ4,946,NA,2015
360,taz,360,AGE0004,287,NA,2015
360,taz,360,AGE0519,1229,NA,2015
360,taz,360,AGE2044,1614,NA,2015
360,taz,360,AGE4564,1579,NA,2015
360,taz,360,AGE65P,805,NA,2015
360,taz,360,gq_tot_pop,81,NA,2015
360,taz,360,gq_type_univ,0,NA,2015
360,taz,360,gq_type_mil,0,NA,2015
360,taz,360,gq_type_othnon,81,NA,2015
360,taz,360,numhh_gq,2103,NA,2015
360,taz,360,hh_size_1_gq,403,NA,2015
361,taz,361,TOTHH,2455,NA,2015
361,taz,361,TOTPOP,6560,NA,2015
361,taz,361,hh_size_1,460,NA,2015
361,taz,361,hh_size_2,890,NA,2015
361,taz,361,hh_size_3,518,NA,2015
361,taz,361,hh_size_4_plus,587,NA,2015
361,taz,361,hh_wrks_0,216,NA,2015
361,taz,361,hh_wrks_1,1276,NA,2015
361,taz,361,hh_wrks_2,852,NA,2015
361,taz,361,hh_wrks_3_plus,111,NA,2015
361,taz,361,hh_kids_no,1420,NA,2015
361,taz,361,hh_kids_yes,1035,NA,2015
361,taz,361,HHINCQ1,214,NA,2015
361,taz,361,HHINCQ2,330,NA,2015
361,taz,361,HHINCQ3,393,NA,2015
361,taz,361,HHINCQ4,1518,NA,2015
361,taz,361,AGE0004,411,NA,2015
361,taz,361,AGE0519,1372,NA,2015
361,taz,361,AGE2044,1993,NA,2015
361,taz,361,AGE4564,1962,NA,2015
361,taz,361,AGE65P,822,NA,2015
361,taz,361,gq_tot_pop,5,NA,2015
361,taz,361,gq_type_univ,0,NA,2015
361,taz,361,gq_type_mil,0,NA,2015
361,taz,361,gq_type_othnon,5,NA,2015
361,taz,361,numhh_gq,2460,NA,2015
361,taz,361,hh_size_1_gq,465,NA,2015
362,taz,362,TOTHH,2240,NA,2015
362,taz,362,TOTPOP,5967,NA,2015
362,taz,362,hh_size_1,455,NA,2015
362,taz,362,hh_size_2,800,NA,2015
362,taz,362,hh_size_3,331,NA,2015
362,taz,362,hh_size_4_plus,654,NA,2015
362,taz,362,hh_wrks_0,496,NA,2015
362,taz,362,hh_wrks_1,778,NA,2015
362,taz,362,hh_wrks_2,824,NA,2015
362,taz,362,hh_wrks_3_plus,142,NA,2015
362,taz,362,hh_kids_no,1309,NA,2015
362,taz,362,hh_kids_yes,931,NA,2015
362,taz,362,HHINCQ1,367,NA,2015
362,taz,362,HHINCQ2,248,NA,2015
362,taz,362,HHINCQ3,345,NA,2015
362,taz,362,HHINCQ4,1280,NA,2015
362,taz,362,AGE0004,176,NA,2015
362,taz,362,AGE0519,1324,NA,2015
362,taz,362,AGE2044,1589,NA,2015
362,taz,362,AGE4564,1449,NA,2015
362,taz,362,AGE65P,1429,NA,2015
362,taz,362,gq_tot_pop,8,NA,2015
362,taz,362,gq_type_univ,0,NA,2015
362,taz,362,gq_type_mil,0,NA,2015
362,taz,362,gq_type_othnon,8,NA,2015
362,taz,362,numhh_gq,2248,NA,2015
362,taz,362,hh_size_1_gq,463,NA,2015
363,taz,363,TOTHH,998,NA,2015
363,taz,363,TOTPOP,2453,NA,2015
363,taz,363,hh_size_1,313,NA,2015
363,taz,363,hh_size_2,308,NA,2015
363,taz,363,hh_size_3,170,NA,2015
363,taz,363,hh_size_4_plus,207,NA,2015
363,taz,363,hh_wrks_0,223,NA,2015
363,taz,363,hh_wrks_1,451,NA,2015
363,taz,363,hh_wrks_2,280,NA,2015
363,taz,363,hh_wrks_3_plus,44,NA,2015
363,taz,363,hh_kids_no,670,NA,2015
363,taz,363,hh_kids_yes,328,NA,2015
363,taz,363,HHINCQ1,275,NA,2015
363,taz,363,HHINCQ2,110,NA,2015
363,taz,363,HHINCQ3,209,NA,2015
363,taz,363,HHINCQ4,404,NA,2015
363,taz,363,AGE0004,63,NA,2015
363,taz,363,AGE0519,594,NA,2015
363,taz,363,AGE2044,646,NA,2015
363,taz,363,AGE4564,654,NA,2015
363,taz,363,AGE65P,496,NA,2015
363,taz,363,gq_tot_pop,0,NA,2015
363,taz,363,gq_type_univ,0,NA,2015
363,taz,363,gq_type_mil,0,NA,2015
363,taz,363,gq_type_othnon,0,NA,2015
363,taz,363,numhh_gq,998,NA,2015
363,taz,363,hh_size_1_gq,313,NA,2015
364,taz,364,TOTHH,676,NA,2015
364,taz,364,TOTPOP,1928,NA,2015
364,taz,364,hh_size_1,128,NA,2015
364,taz,364,hh_size_2,221,NA,2015
364,taz,364,hh_size_3,114,NA,2015
364,taz,364,hh_size_4_plus,213,NA,2015
364,taz,364,hh_wrks_0,147,NA,2015
364,taz,364,hh_wrks_1,227,NA,2015
364,taz,364,hh_wrks_2,233,NA,2015
364,taz,364,hh_wrks_3_plus,69,NA,2015
364,taz,364,hh_kids_no,415,NA,2015
364,taz,364,hh_kids_yes,261,NA,2015
364,taz,364,HHINCQ1,88,NA,2015
364,taz,364,HHINCQ2,92,NA,2015
364,taz,364,HHINCQ3,96,NA,2015
364,taz,364,HHINCQ4,400,NA,2015
364,taz,364,AGE0004,95,NA,2015
364,taz,364,AGE0519,434,NA,2015
364,taz,364,AGE2044,427,NA,2015
364,taz,364,AGE4564,518,NA,2015
364,taz,364,AGE65P,454,NA,2015
364,taz,364,gq_tot_pop,1,NA,2015
364,taz,364,gq_type_univ,0,NA,2015
364,taz,364,gq_type_mil,0,NA,2015
364,taz,364,gq_type_othnon,1,NA,2015
364,taz,364,numhh_gq,677,NA,2015
364,taz,364,hh_size_1_gq,129,NA,2015
365,taz,365,TOTHH,1834,NA,2015
365,taz,365,TOTPOP,4016,NA,2015
365,taz,365,hh_size_1,652,NA,2015
365,taz,365,hh_size_2,637,NA,2015
365,taz,365,hh_size_3,330,NA,2015
365,taz,365,hh_size_4_plus,215,NA,2015
365,taz,365,hh_wrks_0,168,NA,2015
365,taz,365,hh_wrks_1,970,NA,2015
365,taz,365,hh_wrks_2,616,NA,2015
365,taz,365,hh_wrks_3_plus,80,NA,2015
365,taz,365,hh_kids_no,1344,NA,2015
365,taz,365,hh_kids_yes,490,NA,2015
365,taz,365,HHINCQ1,382,NA,2015
365,taz,365,HHINCQ2,499,NA,2015
365,taz,365,HHINCQ3,346,NA,2015
365,taz,365,HHINCQ4,607,NA,2015
365,taz,365,AGE0004,235,NA,2015
365,taz,365,AGE0519,611,NA,2015
365,taz,365,AGE2044,2142,NA,2015
365,taz,365,AGE4564,759,NA,2015
365,taz,365,AGE65P,269,NA,2015
365,taz,365,gq_tot_pop,0,NA,2015
365,taz,365,gq_type_univ,0,NA,2015
365,taz,365,gq_type_mil,0,NA,2015
365,taz,365,gq_type_othnon,0,NA,2015
365,taz,365,numhh_gq,1834,NA,2015
365,taz,365,hh_size_1_gq,652,NA,2015
366,taz,366,TOTHH,2026,NA,2015
366,taz,366,TOTPOP,5239,NA,2015
366,taz,366,hh_size_1,536,NA,2015
366,taz,366,hh_size_2,508,NA,2015
366,taz,366,hh_size_3,560,NA,2015
